,title,overview,release_date,vote_avg,original_language,vote_count,popularity
6912,Table 19,"Eloise, having been relieved of maid of honor duties after being unceremoniously dumped by the best man via text, decides to attend the wedding anyway – only to find herself seated with five fellow-unwanted guests at the dreaded Table 19.",2017-03-03,6.0,en,723,13.025
6913,When Harry Met Sally...,"During their travel from Chicago to New York, Harry and Sally debate whether or not sex ruins a friendship between a man and a woman. Eleven years later, and they're still no closer to finding the answer.",1989-01-12,7.4,en,2596,13.025
6914,Sinbad and the Eye of the Tiger,"Princess Farah refuses to marry Sinbad until Prince Kassim, her brother, is able to give his consent. However, the Prince's wicked stepmother, Queen Zenobia, has changed Kassim into a baboon in order to have her own son crowned as caliph. Sinbad, his crew, the Princess and the transformed Prince travel to a distant land, fighting every obstacle Zenobia places in their path, to seek the advice of a legendary wise man who can possibly tell how to end the spell.",1977-07-15,6.6,en,105,13.021
6915,Two Night Stand,"After an extremely regrettable one night stand, two strangers wake up to find themselves snowed in after sleeping through a blizzard that put all of Manhattan on ice. They're now trapped together in a tiny apartment, forced to get to know each other way more than any one night stand should.",2014-09-26,6.5,en,1482,13.02
6916,2-Headed Shark Attack,"A Semester at Sea ship is attacked and sunk by a mutated two-headed shark, and the survivors seek refuge on a deserted atoll. The coeds, however, are no longer safe when the atoll starts flooding.",2012-06-26,3.7,en,123,13.02
6917,The Ronda Rousey Story: Through My Father's Eyes,This documentary chronicles former Olympian and UFC champion Ronda Rousey's ascent to iconic status in the world of mixed martial arts.,2019-12-16,5.6,en,8,13.019
6918,El Gringo,"A man crossing into Mexico with a satchel of $2,000,000—and a bloody past—finds himself under sudden attack in the sleepy town of El Fronteras.",2012-05-10,5.6,en,91,13.019
6919,Redline,"The most dangerous and exciting car race in the universe is held only once every five years. And that's tonight. The competitors are lined up at the starting block. In his vehicle, JP, the most daredevil driver on the circuit, is ready for the green light. Female driver Sonoshee, with whom he is secretly in love, is also on the starting line. She will stop at nothing to get on to that podium. In this race, not only is anything possible, but also anything is allowed. In fact, their adversaries have modified their vehicles to equip them with highly destructive weapons; with such participants, it is hardly surprising that Redline is forbidden by the authorities, who will try anything to halt the proceedings. These speed addicts have to put themselves in mortal danger to achieve their aim: eternal glory for those who finally mount the podium.",2009-08-14,7.4,ja,169,13.019
6920,Point of No Return,"Hardened criminal Maggie Hayward's consistent violence, even in police custody, ends in the execution chamber. However, top-secret US government agent 'Bob' arranges a staged death, so Maggie can be elaborately trained as a phantom killer and subdued into obedience.",1993-03-19,6.1,en,313,13.019
6921,Voyage of Time: Life's Journey,"A celebration of the universe, displaying the whole of time, from its start to its final collapse. This film examines all that occurred to prepare the world that stands before us now: science and spirit, birth and death, the grand cosmos and the minute life systems of our planet. (Wide release version with narration by Cate Blanchett.)",2017-03-10,6.4,en,104,13.018
6922,Loving Annabelle,"Annabelle is the wise-beyond-her-years newcomer to an exclusive Catholic girls school. Having been expelled from her first two schools she's bound to stir some trouble. Sparks fly though when sexual chemistry appears between her and the Head of her dorm and English teacher, Simone Bradley. Annabelle pursues her relentlessly and until the end the older woman manages to avoid the law.",2007-05-24,6.3,en,179,13.018
6923,The Hours,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.",2002-12-27,7.3,en,1109,13.018
6924,Stop! Or My Mom Will Shoot,"A tough cop's seemingly frail mother comes to stay with him and progressively interferes in his life. She buys him an illegal MAC-10 machine pistol and starts poking around in his police cases. Eventually, the film draws to a denouement involving the title of the film and the revelation that even though she seems frail and weak she is capable of strong actions in some circumstances, i.e. when her son is threatened by thugs and she shoots herself in the shoulder.",1992-02-21,5.2,en,608,13.017
6925,All Good Things,"Newly-discovered facts, court records and speculation are used to elaborate the true love story and murder mystery of the most notorious unsolved murder case in New York history.",2010-12-03,6.0,en,607,13.016
6926,The Covenant,Four young men who belong to a supernatural legacy are forced to battle a fifth power long thought to have died out. Another great force they must contend with is the jealousy and suspicion that threatens to tear them apart.,2006-09-08,5.4,en,664,13.016
6927,American Splendor,An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.,2003-08-15,7.2,en,254,13.016
6928,The Search for Santa Paws,"In the tradition of disney's classic holiday tales comes a heartwarming movie about the power of giving and the true meaning of christmas. Discover how the legendary friendship of Santa Claus and Santa Paws began in the inspiring original film, The Search For Santa Paws. When Santa and his new best friend, Paws, discover that the boys and girls of the world have lost the spirit of the season, they take a trip to New York City. But after Santa loses his memory, it's up to Paws, a faithful orphan named Quinn, her new friend Will and a wonderful group of magical talking dogs to save St. Nick and show the world what Christmas is really all about.",2010-10-12,6.2,en,126,13.015
6929,Indivisible,"Upon returning from serving in the U.S. Army, Chaplain Darren Turner faces a crisis that shatters his Family and Faith in God but through the help of his fellow soldiers, he returns to his faith and family",2018-10-26,6.7,en,49,13.014
6930,Magic Mike,"Mike, an experienced stripper, takes a younger performer called The Kid under his wing and schools him in the arts of partying, picking up women, and making easy money.",2012-06-28,6.1,en,2229,13.014
6931,My Super Ex-Girlfriend,"When New York architect Matt Saunders dumps his new girlfriend Jenny Johnson - a smart, sexy and reluctant superhero known as G-Girl - she uses her powers to make his life a living hell!",2006-06-20,5.0,en,1008,13.013
6932,Rock-A-Doodle,"Chanticleer is a foolhardy farm rooster who believes his crows can actually make the sun come up and shine. When the sun rises one morning without Chanticleer's crow, he leaves the farm in disgrace and runs off to become a rock 'n' roll singer. But in his absence, a sinister, sunshine-hating owl prepares to take over.",1991-08-02,5.9,en,152,13.011
6933,The Net,"Angela Bennett is a freelance software engineer who lives in a world of computer technology. When a cyber friend asks Bennett to debug a new game, she inadvertently becomes involved in a conspiracy that will soon turn her life upside down and make her the target of an assassination.",1995-07-28,5.9,en,792,13.011
6934,Gandhi,"In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.",1982-11-30,7.5,en,1498,13.011
6935,Premature,"On the most important day of his young life, a high school senior is forced to relive his failed attempt at losing his virginity over and over again, until he gets it right.",2014-07-02,5.5,en,342,13.01
6936,The Man Without Gravity,A gravity-defying boy raised in seclusion matures into an extraordinary man -- and an international celebrity -- who longs for human connection.,2019-10-21,7.5,it,173,13.009
6937,Babel,"Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.",2006-09-08,7.2,en,2498,13.009
